"LinkIndec","Provincia","Partido","Localidad","Velocidad","Accesos"
"6588100","BUENOS AIRES","9 de Julio","9 de Julio","0","1"
"6588100","BUENOS AIRES","9 de Julio","9 de Julio","1","6"
"6588100","BUENOS AIRES","9 de Julio","9 de Julio","3","216"
"6588100","BUENOS AIRES","9 de Julio","9 de Julio","5","169"
"6588100","BUENOS AIRES","9 de Julio","9 de Julio","6","32"
"6588100","BUENOS AIRES","9 de Julio","9 de Julio","7","235"
"6588100","BUENOS AIRES","9 de Julio","9 de Julio","10","90"
"6588100","BUENOS AIRES","9 de Julio","9 de Julio","15","7.437"
"6588100","BUENOS AIRES","9 de Julio","9 de Julio","20","3.043"
"6588100","BUENOS AIRES","9 de Julio","9 de Julio","30","911"
"6588100","BUENOS AIRES","9 de Julio","9 de Julio","50","559"
"6588100","BUENOS AIRES","9 de Julio","9 de Julio","100","1.816"
"6588100","BUENOS AIRES","9 de Julio","9 de Julio","200","1"
"6588100","BUENOS AIRES","9 de Julio","9 de Julio","300","1.467"
"6588100","BUENOS AIRES","9 de Julio","9 de Julio","500","28"
"6588100","BUENOS AIRES","9 de Julio","9 de Julio","1000","15"
"6588100","BUENOS AIRES","9 de Julio","9 de Julio","226,5","137"
"6588030","BUENOS AIRES","9 de Julio","12 de Octubre","3","11"
"6588030","BUENOS AIRES","9 de Julio","12 de Octubre","226,5","2"
"6588010","BUENOS AIRES","9 de Julio","Alfredo Demarchi  (Est. Facundo Quiroga)","3","510"
"6588010","BUENOS AIRES","9 de Julio","Alfredo Demarchi  (Est. Facundo Quiroga)","226,5","14"
"6588020","BUENOS AIRES","9 de Julio","Carlos María Naón","20","62"
"6588020","BUENOS AIRES","9 de Julio","Carlos María Naón","226,5","11"
"6588040","BUENOS AIRES","9 de Julio","Dudignac","1","8"
"6588040","BUENOS AIRES","9 de Julio","Dudignac","3","36"
"6588040","BUENOS AIRES","9 de Julio","Dudignac","4","247"
"6588040","BUENOS AIRES","9 de Julio","Dudignac","6","46"
"6588040","BUENOS AIRES","9 de Julio","Dudignac","10","52"
"6588040","BUENOS AIRES","9 de Julio","Dudignac","226,5","18"
"6588050","BUENOS AIRES","9 de Julio","La Aurora  (Est. La Niña)","226,5","10"
"6588060","BUENOS AIRES","9 de Julio","Manuel B. Gonnet  (Est. French)","2","193"
"6588060","BUENOS AIRES","9 de Julio","Manuel B. Gonnet  (Est. French)","226,5","16"
"6588070","BUENOS AIRES","9 de Julio","Marcelino Ugarte  (Est. Dennehy)","226,5","6"
"6588080","BUENOS AIRES","9 de Julio","Morea","3","130"
"6588080","BUENOS AIRES","9 de Julio","Morea","226,5","9"
"6588090","BUENOS AIRES","9 de Julio","Norumbega","226,5","10"
"0","BUENOS AIRES","9 de Julio","Otros","226,5","57"
"6588110","BUENOS AIRES","9 de Julio","Patricios","3","50"
"6588110","BUENOS AIRES","9 de Julio","Patricios","15","90"
"6588110","BUENOS AIRES","9 de Julio","Patricios","30","2"
"6588110","BUENOS AIRES","9 de Julio","Patricios","226,5","11"
"6588120","BUENOS AIRES","9 de Julio","Villa General Fournier  (Est. 9 de Julio Sud)","3","42"
"6588120","BUENOS AIRES","9 de Julio","Villa General Fournier  (Est. 9 de Julio Sud)","15","89"
"6588120","BUENOS AIRES","9 de Julio","Villa General Fournier  (Est. 9 de Julio Sud)","20","92"
"6588120","BUENOS AIRES","9 de Julio","Villa General Fournier  (Est. 9 de Julio Sud)","30","21"
"6588120","BUENOS AIRES","9 de Julio","Villa General Fournier  (Est. 9 de Julio Sud)","50","7"
"6588120","BUENOS AIRES","9 de Julio","Villa General Fournier  (Est. 9 de Julio Sud)","100","1"
"6588120","BUENOS AIRES","9 de Julio","Villa General Fournier  (Est. 9 de Julio Sud)","226,5","14"
"6854100","BUENOS AIRES","25 de Mayo","25 de Mayo","0","2"
"6854100","BUENOS AIRES","25 de Mayo","25 de Mayo","1","7"
"6854100","BUENOS AIRES","25 de Mayo","25 de Mayo","2","1"
"6854100","BUENOS AIRES","25 de Mayo","25 de Mayo","3","106"
"6854100","BUENOS AIRES","25 de Mayo","25 de Mayo","0,5","2"
"6854100","BUENOS AIRES","25 de Mayo","25 de Mayo","5","1"
"6854100","BUENOS AIRES","25 de Mayo","25 de Mayo","6","48"
"6854100","BUENOS AIRES","25 de Mayo","25 de Mayo","10","295"
"6854100","BUENOS AIRES","25 de Mayo","25 de Mayo","12","336"
"6854100","BUENOS AIRES","25 de Mayo","25 de Mayo","14","2"
"6854100","BUENOS AIRES","25 de Mayo","25 de Mayo","15","252"
"6854100","BUENOS AIRES","25 de Mayo","25 de Mayo","20","153"
"6854100","BUENOS AIRES","25 de Mayo","25 de Mayo","25","84"
"6854100","BUENOS AIRES","25 de Mayo","25 de Mayo","30","2.058"
"6854100","BUENOS AIRES","25 de Mayo","25 de Mayo","40","13"
"6854100","BUENOS AIRES","25 de Mayo","25 de Mayo","50","1.297"
"6854100","BUENOS AIRES","25 de Mayo","25 de Mayo","80","6"
"6854100","BUENOS AIRES","25 de Mayo","25 de Mayo","100","1.515"
"6854100","BUENOS AIRES","25 de Mayo","25 de Mayo","300","94"
"6854100","BUENOS AIRES","25 de Mayo","25 de Mayo","500","3"
"6854100","BUENOS AIRES","25 de Mayo","25 de Mayo","226,5","224"
"6854010","BUENOS AIRES","25 de Mayo","Agustín Mosconi","12","21"
"6854010","BUENOS AIRES","25 de Mayo","Agustín Mosconi","20","10"
"6854010","BUENOS AIRES","25 de Mayo","Agustín Mosconi","226,5","10"
"6854020","BUENOS AIRES","25 de Mayo","Del Valle","3","181"
"6854020","BUENOS AIRES","25 de Mayo","Del Valle","0,5","1"
"6854020","BUENOS AIRES","25 de Mayo","Del Valle","10","10"
"6854020","BUENOS AIRES","25 de Mayo","Del Valle","226,5","28"
"6854030","BUENOS AIRES","25 de Mayo","Ernestina","5","80"
"6854030","BUENOS AIRES","25 de Mayo","Ernestina","226,5","9"
"6854040","BUENOS AIRES","25 de Mayo","Gobernador Ugarte","6","154"
"6854040","BUENOS AIRES","25 de Mayo","Gobernador Ugarte","8","58"
"6854040","BUENOS AIRES","25 de Mayo","Gobernador Ugarte","10","2"
"6854040","BUENOS AIRES","25 de Mayo","Gobernador Ugarte","12","8"
"6854040","BUENOS AIRES","25 de Mayo","Gobernador Ugarte","15","7"
"6854040","BUENOS AIRES","25 de Mayo","Gobernador Ugarte","30","2"
"6854040","BUENOS AIRES","25 de Mayo","Gobernador Ugarte","65","1"
"6854040","BUENOS AIRES","25 de Mayo","Gobernador Ugarte","226,5","5"
"6854050","BUENOS AIRES","25 de Mayo","Lucas Monteverde","226,5","6"
"6854060","BUENOS AIRES","25 de Mayo","Norberto de la Riestra","2","83"
"6854060","BUENOS AIRES","25 de Mayo","Norberto de la Riestra","3","25"
"6854060","BUENOS AIRES","25 de Mayo","Norberto de la Riestra","4","5"
"6854060","BUENOS AIRES","25 de Mayo","Norberto de la Riestra","5","5"
"6854060","BUENOS AIRES","25 de Mayo","Norberto de la Riestra","6","862"
"6854060","BUENOS AIRES","25 de Mayo","Norberto de la Riestra","10","1"
"6854060","BUENOS AIRES","25 de Mayo","Norberto de la Riestra","15","742"
"6854060","BUENOS AIRES","25 de Mayo","Norberto de la Riestra","25","91"
"6854060","BUENOS AIRES","25 de Mayo","Norberto de la Riestra","50","56"
"6854060","BUENOS AIRES","25 de Mayo","Norberto de la Riestra","70","4"
"6854060","BUENOS AIRES","25 de Mayo","Norberto de la Riestra","100","6"
"6854060","BUENOS AIRES","25 de Mayo","Norberto de la Riestra","226,5","34"
"0","BUENOS AIRES","25 de Mayo","Otros","226,5","61"
"6854070","BUENOS AIRES","25 de Mayo","Pedernales","6","2"
"6854070","BUENOS AIRES","25 de Mayo","Pedernales","10","306"
"6854070","BUENOS AIRES","25 de Mayo","Pedernales","15","3"
"6854070","BUENOS AIRES","25 de Mayo","Pedernales","50","347"
"6854070","BUENOS AIRES","25 de Mayo","Pedernales","226,5","16"
"6854080","BUENOS AIRES","25 de Mayo","San Enrique","12","38"
"6854080","BUENOS AIRES","25 de Mayo","San Enrique","20","11"
"6854080","BUENOS AIRES","25 de Mayo","San Enrique","226,5","15"
"6854090","BUENOS AIRES","25 de Mayo","Valdés","12","64"
"6854090","BUENOS AIRES","25 de Mayo","Valdés","20","20"
"6854090","BUENOS AIRES","25 de Mayo","Valdés","226,5","16"
"6007010","BUENOS AIRES","Adolfo Alsina","Carhué","3","772"
"6007010","BUENOS AIRES","Adolfo Alsina","Carhué","6","5"
"6007010","BUENOS AIRES","Adolfo Alsina","Carhué","7","103"
"6007010","BUENOS AIRES","Adolfo Alsina","Carhué","10","20"
"6007010","BUENOS AIRES","Adolfo Alsina","Carhué","15","1.197"
"6007010","BUENOS AIRES","Adolfo Alsina","Carhué","30","1"
"6007010","BUENOS AIRES","Adolfo Alsina","Carhué","31","266"
"6007010","BUENOS AIRES","Adolfo Alsina","Carhué","50","820"
"6007010","BUENOS AIRES","Adolfo Alsina","Carhué","61","31"
"6007010","BUENOS AIRES","Adolfo Alsina","Carhué","100","2"
"6007010","BUENOS AIRES","Adolfo Alsina","Carhué","226,5","41"
"6007020","BUENOS AIRES","Adolfo Alsina","Colonia San Miguel Arcángel","3","208"
"6007020","BUENOS AIRES","Adolfo Alsina","Colonia San Miguel Arcángel","226,5","14"
"6007030","BUENOS AIRES","Adolfo Alsina","Delfín Huergo","226,5","6"
"6007050","BUENOS AIRES","Adolfo Alsina","Esteban Agustín Gascón","3","60"
"6007050","BUENOS AIRES","Adolfo Alsina","Esteban Agustín Gascón","226,5","4"
"6007060","BUENOS AIRES","Adolfo Alsina","La Pala","226,5","2"
"6007070","BUENOS AIRES","Adolfo Alsina","Maza","0","10"
"6007070","BUENOS AIRES","Adolfo Alsina","Maza","0,5","2"
"6007070","BUENOS AIRES","Adolfo Alsina","Maza","5","386"
"6007070","BUENOS AIRES","Adolfo Alsina","Maza","10","6"
"6007070","BUENOS AIRES","Adolfo Alsina","Maza","20","2"
"6007070","BUENOS AIRES","Adolfo Alsina","Maza","226,5","25"
"0","BUENOS AIRES","Adolfo Alsina","Otros","226,5","31"
"6007080","BUENOS AIRES","Adolfo Alsina","Rivera","0","1"
"6007080","BUENOS AIRES","Adolfo Alsina","Rivera","20","1.252"
"6007080","BUENOS AIRES","Adolfo Alsina","Rivera","35","26"
"6007080","BUENOS AIRES","Adolfo Alsina","Rivera","50","31"
"6007080","BUENOS AIRES","Adolfo Alsina","Rivera","226,5","11"
"6007010","BUENOS AIRES","Adolfo Alsina","Thames","226,5","3"
"6007110","BUENOS AIRES","Adolfo Alsina","Yutuyaco","226,5","10"
"6014010","BUENOS AIRES","Adolfo Gonzales Chaves","Adolfo Gonzales Chaves  (Est. Chaves)","1","2"
"6014010","BUENOS AIRES","Adolfo Gonzales Chaves","Adolfo Gonzales Chaves  (Est. Chaves)","3","52"
"6014010","BUENOS AIRES","Adolfo Gonzales Chaves","Adolfo Gonzales Chaves  (Est. Chaves)","5","2"
"6014010","BUENOS AIRES","Adolfo Gonzales Chaves","Adolfo Gonzales Chaves  (Est. Chaves)","6","27"
"6014010","BUENOS AIRES","Adolfo Gonzales Chaves","Adolfo Gonzales Chaves  (Est. Chaves)","8","310"
"6014010","BUENOS AIRES","Adolfo Gonzales Chaves","Adolfo Gonzales Chaves  (Est. Chaves)","10","212"
"6014010","BUENOS AIRES","Adolfo Gonzales Chaves","Adolfo Gonzales Chaves  (Est. Chaves)","12","1"
"6014010","BUENOS AIRES","Adolfo Gonzales Chaves","Adolfo Gonzales Chaves  (Est. Chaves)","15","1.322"
"6014010","BUENOS AIRES","Adolfo Gonzales Chaves","Adolfo Gonzales Chaves  (Est. Chaves)","30","43"
"6014010","BUENOS AIRES","Adolfo Gonzales Chaves","Adolfo Gonzales Chaves  (Est. Chaves)","50","1"
"6014010","BUENOS AIRES","Adolfo Gonzales Chaves","Adolfo Gonzales Chaves  (Est. Chaves)","226,5","40"
"6014020","BUENOS AIRES","Adolfo Gonzales Chaves","De la Garma","0","26"
"6014020","BUENOS AIRES","Adolfo Gonzales Chaves","De la Garma","4","573"
"6014020","BUENOS AIRES","Adolfo Gonzales Chaves","De la Garma","7","38"
"6014020","BUENOS AIRES","Adolfo Gonzales Chaves","De la Garma","8","28"
"6014020","BUENOS AIRES","Adolfo Gonzales Chaves","De la Garma","10","59"
"6014020","BUENOS AIRES","Adolfo Gonzales Chaves","De la Garma","15","18"
"6014020","BUENOS AIRES","Adolfo Gonzales Chaves","De la Garma","226,5","14"
"6014030","BUENOS AIRES","Adolfo Gonzales Chaves","Juan E. Barra","4","48"
"6014030","BUENOS AIRES","Adolfo Gonzales Chaves","Juan E. Barra","226,5","8"
"0","BUENOS AIRES","Adolfo Gonzales Chaves","Otros","226,5","33"
"6014040","BUENOS AIRES","Adolfo Gonzales Chaves","Vásquez","3","12"
"6014040","BUENOS AIRES","Adolfo Gonzales Chaves","Vásquez","4","2"
"6014040","BUENOS AIRES","Adolfo Gonzales Chaves","Vásquez","226,5","2"
"6021010","BUENOS AIRES","Alberti","Alberti   (Est. Andrés Vaccarezza)","0","1"
"6021010","BUENOS AIRES","Alberti","Alberti   (Est. Andrés Vaccarezza)","1","2"
"6021010","BUENOS AIRES","Alberti","Alberti   (Est. Andrés Vaccarezza)","2","1"
"6021010","BUENOS AIRES","Alberti","Alberti   (Est. Andrés Vaccarezza)","3","7"
"6021010","BUENOS AIRES","Alberti","Alberti   (Est. Andrés Vaccarezza)","5","1"
"6021010","BUENOS AIRES","Alberti","Alberti   (Est. Andrés Vaccarezza)","6","7"
"6021010","BUENOS AIRES","Alberti","Alberti   (Est. Andrés Vaccarezza)","9","1"
"6021010","BUENOS AIRES","Alberti","Alberti   (Est. Andrés Vaccarezza)","10","39"
"6021010","BUENOS AIRES","Alberti","Alberti   (Est. Andrés Vaccarezza)","15","128"
"6021010","BUENOS AIRES","Alberti","Alberti   (Est. Andrés Vaccarezza)","226,5","27"
"6021020","BUENOS AIRES","Alberti","Coronel Seguí","15","5"
"6021020","BUENOS AIRES","Alberti","Coronel Seguí","226,5","4"
"6021030","BUENOS AIRES","Alberti","Mechita","3","275"
"6021030","BUENOS AIRES","Alberti","Mechita","5","10"
"6021030","BUENOS AIRES","Alberti","Mechita","226,5","12"
"0","BUENOS AIRES","Alberti","Otros","226,5","5"
"6021040","BUENOS AIRES","Alberti","Pla","226,5","4"
"6021050","BUENOS AIRES","Alberti","Villa Grisolía  (Est. Achupallas)","226,5","12"
"6021060","BUENOS AIRES","Alberti","Villa María","226,5","1"
"6021070","BUENOS AIRES","Alberti","Villa Ortiz  (Est. Coronel Mom)","15","24"
"6021070","BUENOS AIRES","Alberti","Villa Ortiz  (Est. Coronel Mom)","226,5","2"
"6028010","BUENOS AIRES","Almirante Brown","Adrogué","0","1"
"6028010","BUENOS AIRES","Almirante Brown","Adrogué","1","25"
"6028010","BUENOS AIRES","Almirante Brown","Adrogué","2","8"
"6028010","BUENOS AIRES","Almirante Brown","Adrogué","3","4"
"6028010","BUENOS AIRES","Almirante Brown","Adrogué","4","7"
"6028010","BUENOS AIRES","Almirante Brown","Adrogué","5","2"
"6028010","BUENOS AIRES","Almirante Brown","Adrogué","6","14"
"6028010","BUENOS AIRES","Almirante Brown","Adrogué","10","21"
"6028010","BUENOS AIRES","Almirante Brown","Adrogué","0,26","1"
"6028010","BUENOS AIRES","Almirante Brown","Adrogué","30","3"
"6028010","BUENOS AIRES","Almirante Brown","Adrogué","46","47"
"6028010","BUENOS AIRES","Almirante Brown","Adrogué","50","471"
"6028010","BUENOS AIRES","Almirante Brown","Adrogué","0,51","1"
"6028010","BUENOS AIRES","Almirante Brown","Adrogué","99","212"
"6028010","BUENOS AIRES","Almirante Brown","Adrogué","100","4.483"
"6028010","BUENOS AIRES","Almirante Brown","Adrogué","101","213"
"6028010","BUENOS AIRES","Almirante Brown","Adrogué","200","28"
"6028010","BUENOS AIRES","Almirante Brown","Adrogué","300","11.513"
"6028010","BUENOS AIRES","Almirante Brown","Adrogué","301","9"
"6028010","BUENOS AIRES","Almirante Brown","Adrogué","302","308"
"6028010","BUENOS AIRES","Almirante Brown","Adrogué","400","4"
"6028010","BUENOS AIRES","Almirante Brown","Adrogué","499","2.467"
"6028010","BUENOS AIRES","Almirante Brown","Adrogué","500","421"
"6028010","BUENOS AIRES","Almirante Brown","Adrogué","600","1.299"
"6028010","BUENOS AIRES","Almirante Brown","Adrogué","700","12"
"6028010","BUENOS AIRES","Almirante Brown","Adrogué","800","221"
"6028010","BUENOS AIRES","Almirante Brown","Adrogué","940","862"
"6028010","BUENOS AIRES","Almirante Brown","Adrogué","999","128"
"6028010","BUENOS AIRES","Almirante Brown","Adrogué","1000","409"
"6028010","BUENOS AIRES","Almirante Brown","Adrogué","226,5","15"
"6028010","BUENOS AIRES","Almirante Brown","Burzaco","0","53"
"6028010","BUENOS AIRES","Almirante Brown","Burzaco","1","19"
"6028010","BUENOS AIRES","Almirante Brown","Burzaco","2","77"
"6028010","BUENOS AIRES","Almirante Brown","Burzaco","3","5"
"6028010","BUENOS AIRES","Almirante Brown","Burzaco","4","115"
"6028010","BUENOS AIRES","Almirante Brown","Burzaco","0,5","1"
"6028010","BUENOS AIRES","Almirante Brown","Burzaco","6","80"
"6028010","BUENOS AIRES","Almirante Brown","Burzaco","10","16"
"6028010","BUENOS AIRES","Almirante Brown","Burzaco","15","1"
"6028010","BUENOS AIRES","Almirante Brown","Burzaco","20","1"
"6028010","BUENOS AIRES","Almirante Brown","Burzaco","0,26","1"
"6028010","BUENOS AIRES","Almirante Brown","Burzaco","30","17"
"6028010","BUENOS AIRES","Almirante Brown","Burzaco","45","1"
"6028010","BUENOS AIRES","Almirante Brown","Burzaco","46","51"
"6028010","BUENOS AIRES","Almirante Brown","Burzaco","50","402"
"6028010","BUENOS AIRES","Almirante Brown","Burzaco","0,51","1"
"6028010","BUENOS AIRES","Almirante Brown","Burzaco","99","472"
"6028010","BUENOS AIRES","Almirante Brown","Burzaco","100","3.813"
"6028010","BUENOS AIRES","Almirante Brown","Burzaco","101","182"
"6028010","BUENOS AIRES","Almirante Brown","Burzaco","200","48"
"6028010","BUENOS AIRES","Almirante Brown","Burzaco","300","11.515"
"6028010","BUENOS AIRES","Almirante Brown","Burzaco","301","3"
"6028010","BUENOS AIRES","Almirante Brown","Burzaco","302","216"
"6028010","BUENOS AIRES","Almirante Brown","Burzaco","400","9"
"6028010","BUENOS AIRES","Almirante Brown","Burzaco","499","9.769"
"6028010","BUENOS AIRES","Almirante Brown","Burzaco","500","339"
"6028010","BUENOS AIRES","Almirante Brown","Burzaco","600","1.283"
"6028010","BUENOS AIRES","Almirante Brown","Burzaco","700","14"
"6028010","BUENOS AIRES","Almirante Brown","Burzaco","800","213"
"6028010","BUENOS AIRES","Almirante Brown","Burzaco","940","824"
"6028010","BUENOS AIRES","Almirante Brown","Burzaco","999","491"
"6028010","BUENOS AIRES","Almirante Brown","Burzaco","1000","852"
"6028010","BUENOS AIRES","Almirante Brown","Burzaco","226,5","45"
"6028010","BUENOS AIRES","Almirante Brown","Claypole","0","1"
"6028010","BUENOS AIRES","Almirante Brown","Claypole","3","2"
"6028010","BUENOS AIRES","Almirante Brown","Claypole","6","1"
"6028010","BUENOS AIRES","Almirante Brown","Claypole","10","2"
"6028010","BUENOS AIRES","Almirante Brown","Claypole","30","1"
"6028010","BUENOS AIRES","Almirante Brown","Claypole","45","1"
"6028010","BUENOS AIRES","Almirante Brown","Claypole","46","18"
"6028010","BUENOS AIRES","Almirante Brown","Claypole","50","124"
"6028010","BUENOS AIRES","Almirante Brown","Claypole","99","148"
"6028010","BUENOS AIRES","Almirante Brown","Claypole","100","1.367"
"6028010","BUENOS AIRES","Almirante Brown","Claypole","101","24"
"6028010","BUENOS AIRES","Almirante Brown","Claypole","200","2"
"6028010","BUENOS AIRES","Almirante Brown","Claypole","300","4.314"
"6028010","BUENOS AIRES","Almirante Brown","Claypole","301","2"
"6028010","BUENOS AIRES","Almirante Brown","Claypole","302","60"
"6028010","BUENOS AIRES","Almirante Brown","Claypole","400","7"
"6028010","BUENOS AIRES","Almirante Brown","Claypole","499","5.222"
"6028010","BUENOS AIRES","Almirante Brown","Claypole","500","87"
"6028010","BUENOS AIRES","Almirante Brown","Claypole","600","517"
"6028010","BUENOS AIRES","Almirante Brown","Claypole","700","5"
"6028010","BUENOS AIRES","Almirante Brown","Claypole","800","73"
"6028010","BUENOS AIRES","Almirante Brown","Claypole","940","248"
"6028010","BUENOS AIRES","Almirante Brown","Claypole","999","275"
"6028010","BUENOS AIRES","Almirante Brown","Claypole","1000","431"
"6028010","BUENOS AIRES","Almirante Brown","Claypole","226,5","4"
"6028010","BUENOS AIRES","Almirante Brown","Don Orione","10","1"
"6028010","BUENOS AIRES","Almirante Brown","Don Orione","99","157"
"6028010","BUENOS AIRES","Almirante Brown","Don Orione","499","4.764"
"6028010","BUENOS AIRES","Almirante Brown","Don Orione","999","235"
"6028010","BUENOS AIRES","Almirante Brown","Don Orione","1000","374"
"6028010","BUENOS AIRES","Almirante Brown","Don Orione","226,5","10"
"6028010","BUENOS AIRES","Almirante Brown","Glew","0","1"
"6028010","BUENOS AIRES","Almirante Brown","Glew","2","15"
"6028010","BUENOS AIRES","Almirante Brown","Glew","4","29"
"6028010","BUENOS AIRES","Almirante Brown","Glew","6","9"
"6028010","BUENOS AIRES","Almirante Brown","Glew","10","3"
"6028010","BUENOS AIRES","Almirante Brown","Glew","30","10"
"6028010","BUENOS AIRES","Almirante Brown","Glew","45","41"
"6028010","BUENOS AIRES","Almirante Brown","Glew","46","4"
"6028010","BUENOS AIRES","Almirante Brown","Glew","50","189"
"6028010","BUENOS AIRES","Almirante Brown","Glew","99","162"
"6028010","BUENOS AIRES","Almirante Brown","Glew","100","2.528"
"6028010","BUENOS AIRES","Almirante Brown","Glew","101","106"
"6028010","BUENOS AIRES","Almirante Brown","Glew","200","20"
"6028010","BUENOS AIRES","Almirante Brown","Glew","300","9.086"
"6028010","BUENOS AIRES","Almirante Brown","Glew","301","8"
"6028010","BUENOS AIRES","Almirante Brown","Glew","302","289"
"6028010","BUENOS AIRES","Almirante Brown","Glew","400","7"
"6028010","BUENOS AIRES","Almirante Brown","Glew","499","6.631"
"6028010","BUENOS AIRES","Almirante Brown","Glew","500","161"
"6028010","BUENOS AIRES","Almirante Brown","Glew","600","1.399"
"6028010","BUENOS AIRES","Almirante Brown","Glew","700","9"
"6028010","BUENOS AIRES","Almirante Brown","Glew","800","230"
"6028010","BUENOS AIRES","Almirante Brown","Glew","940","803"
"6028010","BUENOS AIRES","Almirante Brown","Glew","999","339"
"6028010","BUENOS AIRES","Almirante Brown","Glew","1000","555"
"6028010","BUENOS AIRES","Almirante Brown","Glew","226,5","17"
"6028010","BUENOS AIRES","Almirante Brown","Jose Mármol","10","6"
"6028010","BUENOS AIRES","Almirante Brown","Jose Mármol","15","1"
"6028010","BUENOS AIRES","Almirante Brown","Jose Mármol","46","4"
"6028010","BUENOS AIRES","Almirante Brown","Jose Mármol","50","140"
"6028010","BUENOS AIRES","Almirante Brown","Jose Mármol","99","139"
"6028010","BUENOS AIRES","Almirante Brown","Jose Mármol","100","1.320"
"6028010","BUENOS AIRES","Almirante Brown","Jose Mármol","101","17"
"6028010","BUENOS AIRES","Almirante Brown","Jose Mármol","200","6"
"6028010","BUENOS AIRES","Almirante Brown","Jose Mármol","300","2.762"
"6028010","BUENOS AIRES","Almirante Brown","Jose Mármol","302","4"
"6028010","BUENOS AIRES","Almirante Brown","Jose Mármol","400","2"
"6028010","BUENOS AIRES","Almirante Brown","Jose Mármol","499","3.855"
"6028010","BUENOS AIRES","Almirante Brown","Jose Mármol","500","139"
"6028010","BUENOS AIRES","Almirante Brown","Jose Mármol","600","185"
"6028010","BUENOS AIRES","Almirante Brown","Jose Mármol","700","1"
"6028010","BUENOS AIRES","Almirante Brown","Jose Mármol","800","28"
"6028010","BUENOS AIRES","Almirante Brown","Jose Mármol","940","92"
"6028010","BUENOS AIRES","Almirante Brown","Jose Mármol","999","221"
"6028010","BUENOS AIRES","Almirante Brown","Jose Mármol","1000","368"
"6028010","BUENOS AIRES","Almirante Brown","Jose Mármol","226,5","3"
"6028010","BUENOS AIRES","Almirante Brown","Longchamps","0","2"
"6028010","BUENOS AIRES","Almirante Brown","Longchamps","1","1"
"6028010","BUENOS AIRES","Almirante Brown","Longchamps","3","3"
"6028010","BUENOS AIRES","Almirante Brown","Longchamps","6","3"
"6028010","BUENOS AIRES","Almirante Brown","Longchamps","10","7"
"6028010","BUENOS AIRES","Almirante Brown","Longchamps","30","1"
"6028010","BUENOS AIRES","Almirante Brown","Longchamps","45","2"
"6028010","BUENOS AIRES","Almirante Brown","Longchamps","46","33"
"6028010","BUENOS AIRES","Almirante Brown","Longchamps","50","278"
"6028010","BUENOS AIRES","Almirante Brown","Longchamps","99","220"
"6028010","BUENOS AIRES","Almirante Brown","Longchamps","100","2.560"
"6028010","BUENOS AIRES","Almirante Brown","Longchamps","101","112"
"6028010","BUENOS AIRES","Almirante Brown","Longchamps","200","20"
"6028010","BUENOS AIRES","Almirante Brown","Longchamps","300","7.346"
"6028010","BUENOS AIRES","Almirante Brown","Longchamps","301","6"
"6028010","BUENOS AIRES","Almirante Brown","Longchamps","302","143"
"6028010","BUENOS AIRES","Almirante Brown","Longchamps","400","6"
"6028010","BUENOS AIRES","Almirante Brown","Longchamps","499","5.511"
"6028010","BUENOS AIRES","Almirante Brown","Longchamps","500","163"
"6028010","BUENOS AIRES","Almirante Brown","Longchamps","600","914"
"6028010","BUENOS AIRES","Almirante Brown","Longchamps","700","3"
"6028010","BUENOS AIRES","Almirante Brown","Longchamps","800","136"
"6028010","BUENOS AIRES","Almirante Brown","Longchamps","940","513"
"6028010","BUENOS AIRES","Almirante Brown","Longchamps","999","298"
"6028010","BUENOS AIRES","Almirante Brown","Longchamps","1000","463"
"6028010","BUENOS AIRES","Almirante Brown","Longchamps","226,5","17"
"6028010","BUENOS AIRES","Almirante Brown","Malvinas Argentinas","0","1"
"6028010","BUENOS AIRES","Almirante Brown","Malvinas Argentinas","1","2"
"6028010","BUENOS AIRES","Almirante Brown","Malvinas Argentinas","5","1"
"6028010","BUENOS AIRES","Almirante Brown","Malvinas Argentinas","10","4"
"6028010","BUENOS AIRES","Almirante Brown","Malvinas Argentinas","20","2"
"6028010","BUENOS AIRES","Almirante Brown","Malvinas Argentinas","30","4"
"6028010","BUENOS AIRES","Almirante Brown","Malvinas Argentinas","50","36"
"6028010","BUENOS AIRES","Almirante Brown","Malvinas Argentinas","99","75"
"6028010","BUENOS AIRES","Almirante Brown","Malvinas Argentinas","100","674"
"6028010","BUENOS AIRES","Almirante Brown","Malvinas Argentinas","200","6"
"6028010","BUENOS AIRES","Almirante Brown","Malvinas Argentinas","300","1.837"
"6028010","BUENOS AIRES","Almirante Brown","Malvinas Argentinas","499","3.132"
"6028010","BUENOS AIRES","Almirante Brown","Malvinas Argentinas","500","83"
"6028010","BUENOS AIRES","Almirante Brown","Malvinas Argentinas","600","251"
"6028010","BUENOS AIRES","Almirante Brown","Malvinas Argentinas","700","3"
"6028010","BUENOS AIRES","Almirante Brown","Malvinas Argentinas","800","30"
"6028010","BUENOS AIRES","Almirante Brown","Malvinas Argentinas","940","140"
"6028010","BUENOS AIRES","Almirante Brown","Malvinas Argentinas","999","177"
"6028010","BUENOS AIRES","Almirante Brown","Malvinas Argentinas","1000","312"
"6028010","BUENOS AIRES","Almirante Brown","Malvinas Argentinas","226,5","7"
"6028010","BUENOS AIRES","Almirante Brown","Ministro Rivadavia","3","2"
"6028010","BUENOS AIRES","Almirante Brown","Ministro Rivadavia","10","1"
